Plant_ID,Site,Location,Quadrat,Species,Date_Planted,Date_Measured,Age_Months,Height_cm,Num_Leaves,Flowering,Num_Flowers,Condition,Notes
,Site_A,Loc_2,Q6,Hebe speciosa,8/2/23,6/14/24,,78,207,Yes,11,poor,Ferns growing adjacent; good habitat complexity developing. Soil moist.
,Site_A,LOC_4,quad4,Hebe speciosa,22/3/23,14/11/24,,84,396,yes,12,good,Ferns growing adjacent; good habitat complexity developing. Soil moist.
,site_a,Loc_l,Q2,Leptospermum scoparium,23/11/20,29/08/2021,,117,217,TRUE,15,Average,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,Site_B,LOC1,Q2,Pittosporum tenuifolium,17-Sep,3/12/22,,134,111,NO,0,could be better,Bellbird observed in adjacent canopy. Vigorous; multiple flower spikes developing.
,Site_B,Loc_2,Q4,Leptospermum scoparium,15.10.21,1/2/23,,,165,FALSE,0,Reasonable,Couch grass competition at edge of root zone. Plant maintaining itself.
,Site_B,Loc-3,Q6,Leptospermum scoparium,28/1/2024,7/10/24,,127,97,No,0,Average,Bindweed at lower stem only. Removed.
,Site_A,Loc_1,quad3,Hebe speciosa,8/16/17,30/12/2017,,67,33,TRUE,18,great condition,Sandy topsoil exposed around base. Multiple stems.
,site_a,Loc_2,Q3,Leptospermum scoparium,7/8/20,11/9/21,,114,260,y,25,very poor,Very exposed ridge position. Windburn on uppermost leaves. Stem diameter looks good.
,Site_B,Loc_3,Q6,Pseudopanax crassifolius,,30/9/2021,,15,50,no,0,looking great,Leaf count may be inflated; plant very bushy with dense branching. Recount recommended.
,SITE_B,Loc_2,Q05,Leptospermum scoparium,28-Oct,7/10/18,,84,149,yes,13,Fair,Height not recorded; pole broken on site. Leaf count approximate.
,Site_a,Loc_1,Q4,Phormum tenax,5/1/19,29/10/2020,,61,218,TRUE,28,POOR,Very exposed ridge position. Windburn on uppermost leaves. Stem diameter looks good.
,site_a,Loc 2,Q6.,Pittosporum tenuifolum,28/11/19,26/05/2021,,123,186,no,0,Excellent,Windburn on leaves. Stem very solid.
,SITE_A,Loc_1,Q4,Pittosporum tenuifolium,24/10/2023,10/9/25,,40,130,Yes,2,thriving,Strong canopy developing. Good barrier effect visible at quadrat edge.
,Site_A,Loc-3,Q1,Leptospermum scoparium,14/7/2023,29/12/23,,93,151,NO,0,Average,Multiple crowns present; measured tallest. Sandy topsoil exposed around base.
,Site_A,Loc-1,Q4.,Phormium tenax,10/24/24,29/1/2025,,74,178,n,0,Reasonable,Rubbish found under plant and removed. Soft soil around roots.
,SiteB,LOC3,Q4a,Phormium tenax,26/06/2018,21/5/20,,129,30,Yes,19,good,Couch grass competition at edge of root zone. Plant maintaining itself.
,site_b,loc_2,Q6,Hebe speciosa,6-Oct,5/7/25,,70,238,TRUE,14,great condition,Condition not assessed; area inaccessible due to wet ground.
,site_b,Loc_3.,Q1.,Phormium tenax,12/13/20,10-Dec,,138,51,FALSE,0,needs attention,Dense tradescantia around base. Weed mat removed during visit.
,Site_B,Loc_4,quad2,Pseudopanax crassifolius,6/7/20,6-May,,430,143,FALSE,0,not bad,Some couch grass at root zone. Otherwise healthy.
,Site_B,Loc_1,Q2,Leptospermum scoparium,13/9/21,5/22/23,,130,184,FALSE,0,very healthy,Dense gorse noted 5m north. Not yet encroaching but monitoring required.
,Site_B,LOC_2,q3,Phormium tenax,13.05.23,25/10/2023,,70,2.8,Yes,13,not too bad,Tradescantia coverage increasing rapidly. Urgent attention needed.
,Site_B,Loc_3,Q1,Coprosma robusta,28-Dec,26/9/19,,96,118,Yes,8,Good,Percentage_Cover difficult to assess on steep slope. Value may be under/overestimated.
,Site_A,Loc_4,Q1,Pseudopanex crassifolius,27/11/20,19.09.21,,25,90,No,0,not great,Heavily suppressed by surrounding vegetation. No new growth visible this visit.
,SITE_A,loc_2,Q4,Leptospernum scoparium,6/2/20,17/01/2022,,57,,TRUE,17,Poor,Some couch grass at root zone. Otherwise healthy.
,SiteA,Loc_2,Q4.,Phormium tenax,10/6/23,8/23/23,,108,153,0,5,not too bad,Soil cracked around stem. Plant possibly stressed from dry conditions.
,Site_a,Loc_1,Q2,Hebe specios,26/02/2022,4-Oct,,71,139,FALSE,0,Average,Old plastic bag caught in branches. Area checked for further litter.
,SiteA,Loc_3,Q 4,Hebe speciosa,16-Apr,11/4/25,,71,44,No,0,average,Flower count unreliable; counted during windy conditions. Possibly inaccurate.
,Site_B,Loc_4,Q2,Pittosporum tenuifolium,5-Apr,23/10/2024,,38,,n,0,,Condition not assessed; area inaccessible due to wet ground.
,Site_B,Loc_1,Q01,Phormium tenax,5-Aug,5/7/20,,194,134,1,23,looking great,Bindweed at lower stem only. Removed.
,Site A,Loc-2,Q4,Leptospernum scoparium,25/12/22,4/5/23,,126,69,0,0,poor,Weed mat placed around base. Check next visit for effectiveness.
,Site_A,Loc_3,Q6,Pseudopanax crassifolius,21/05/2023,6/4/24,,25,69,Yes,19,reasonable,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_A,loc_4,Q4,Hebe speciosa,24-May,11/7/18,,64,23,No,0,OK,Couch grass competition at edge of root zone. Plant maintaining itself.
,Site_A,LOC1,Q3,Hebe speciso,24/09/2020,25/6/2021,,22,275,Y,16,poor,Height not recorded; pole broken on site. Leaf count approximate.
,Site_B,Loc_1,Q 2,Phormium tenax,,12/2/22,,124,160,NO,0,Healthy,Very little weed competition here. Natural leaf litter forming.
,site_A,Loc_3,quad1,Coprosma robusta,22-Jun,18-Jan,,74,140,1,20,needs attention,Weed mat placed around base. Check next visit for effectiveness.
,Site_A,LOC2,Q5,Pittosporum tenuifolium,21/12/2017,19-Jan,,115,263,N,0,GOOD,Leaf litter accumulating around base. Sign of establishing well.
,Site_A,LOC3,Q6,Leptospermum scoparium,3/8/22,11/6/23,,115,42,Y,18,ok,Very exposed ridge position. Windburn on uppermost leaves. Stem diameter looks good.
,Site_A,Loc_2,Q6,Pseudopanax crassifolius,7/1/20,16.11.21,,47,236,yes,3,great condition,Couch grass competition at edge of root zone. Plant maintaining itself.
,Site_B,Location_1,Q 4,Phormium tenax,12/5/21,20/2/2022,,180,229,n,0,not too bad,Ferns growing adjacent; good habitat complexity developing. Soil moist.
,Site_B,Loc_3,Q02,Pittosporum tenuifolium,7/3/20,30/8/2021,,60,178,NO,0,needs attention,Sedge competition at base but manageable.
,SiteB,Loc_2,Q4,Phormum tenax,24/5/2017,7/12/18,,101,270,Y,25,very poor,Possibly dead; no new growth visible. Bark peeling from lower stem. Check at next visit.
,Site_A,loc_1,Q3,Hebe speciosa,5/11/22,26/8/2024,,77,280,n,0,good,Strong canopy developing. Good barrier effect visible at quadrat edge.
,Site_A,loc_4,Q5a,Leptospermum scoparium,26/12/2017,7/8/19,,41,33,n,0,very poor,Strong canopy developing. Good barrier effect visible at quadrat edge.
,Site_B,Location_4,q2,Leptospermum scoparium,1/12/21,9/11/22,,66,208,no,0,GOOD,Very exposed ridge position. Windburn on uppermost leaves. Stem diameter looks good.
,site_A,Loc_4,Q 6,Pittosporium tenuifolium,14-Feb,6-Aug,,151,81,FALSE,0,Healthy,Leaf tips browning. Tradescantia present within 1m.
,Site_A,Location_3,Q06,Hebe speciosa,13/4/2017,15/02/2019,,47,269,0,0,GOOD,Bellbird observed in adjacent canopy. Vigorous; multiple flower spikes developing.
,Site A,Loc_1,Q4.,Hebe speciosa,17/11/2019,20/4/20,,75,94,No,0,Excellent,Soil cracked around stem. Plant possibly stressed from dry conditions.
,SITE_A,LOC1,Q5a,Pittosporum tenuifolium,4-May,6-Feb,,117,30,y,24,Good,Kikuyu removed during visit. Exposed root damage minor.
,Site_B,Loc-1,Q01,Phormium tenax,18/6/2017,10/10/17,,112,216,FALSE,0,dying,Height not recorded; pole broken on site. Leaf count approximate.
,Site_A,Loc_1,Q3,Phormium tenax,22.10.21,15/3/23,,87,138,YES,32,thriving,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,site_A,Loc_4,Q6,Pseudopanax crassifolius,7/2/22,2/19/23,,50,163,yes,14,Reasonable,Grass encroaching from north. Hand pull recommended.
,Site_a,Loc_2,Q3a,Coprosma robusta,27-Aug,24/8/2018,,530,213,n,0,OK,Berries present; fruiting plant.
,Site_B,Loc-3,Q11,Leptospermum scoparium,23/10/2017,17/3/19,,6.5,125,YES,0,POOR,Bindweed wrapped around lower branch. Removed during visit.
,Site B,Loc_1,Q01,Pseudopanax crassifolius,28/01/2019,30/07/2020,,17,55,FALSE,0,Fair,Very little weed competition here. Natural leaf litter forming.
,Site_A,Loc_3,Q4,Leptospermum scoparium,21/6/2022,25/6/23,,100,30,NO,0,Average,Dense leaf litter around base approximately 4cm deep. Strong canopy overhead.
,SITE_A,Loc_3,Q2,Phormium tenax,9/1/17,18-Oct,,61,103,1,35,Fair,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site A,Loc_2,quad1,Pittosporum tenuifolium,20/9/2018,14/12/2019,,132,98,TRUE,28,not great,Percentage_Cover difficult to assess on steep slope. Value may be under/overestimated.
,Site_B,Loc_3,Q02,Hebe speciso,28/4/2019,4/7/20,,31,62,TRUE,13,OK,Height measurement may be in error; recheck next visit. Loam soil exposed at base.
,Site_A,LOC2,Q 6,Pittosporum tenuifolium,7/18/24,23/03/2025,,95,36,NO,0,great condition,Very exposed ridge position. Windburn on uppermost leaves. Stem diameter looks good.
,Site_A,LOC_4,Q3,Pittosporum tenuifolium,21.05.17,17/1/18,,106,69,N,0,poor,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,Site_B,Loc_1,Q3,Pseudopanax crassifolius,24/7/2023,31/1/2025,,16,216,FALSE,0,not great,Bindweed wrapped around lower branch. Removed during visit.
,Site_B,Loc_3,Q4,Coprosma robusta,6/2/19,19.08.20,,71,105,yes,21,very poor,Flower count unreliable; counted during windy conditions. Possibly inaccurate.
,Site A,Loc_2,q2,Pseudopanax crassifolius,14-Apr,01.08.25,,40,34,No,0,excellent,Height not recorded; pole broken on site. Leaf count approximate.
,Site_A,Loc_2,Q4a,Pseudopanax crassifolius,11/7/20,,,17,236,TRUE,33,healthy,Heavily shaded by dense manuka above. Etiolated growth form.
,Site_b,LOC1,Q2,Pseudopanax crassifolius,07.08.24,21/3/2025,,25,90,No,0,ok,Dense leaf litter around base approximately 4cm deep. Strong canopy overhead.
,Site_B,Loc_1,Q4.,Phormium tenax,21/09/2024,5/3/25,,77,65,y,3,very healthy,Condition not fully assessed; heavy rain during visit. Check at next survey.
,Site_B,Location_1,Q1,Pseudopanax crassifolus,25/06/2020,11/20/21,,134,199,yes,0,very poor,Possibly dead; no new growth visible. Bark peeling from lower stem. Check at next visit.
,Site B,Loc_1,Q3,Phormium tenax,22/4/2023,25/12/2023,,132,138,TRUE,3,Average,Num_Flowers count approximate; plant too dense to count accurately.
,Site_A,Loc_2,Q4,Coprosma robusta,5/11/23,1-Sep,,39,189,0,0,Fair,Standing water present in shallow depression 2m to south.
,SiteB,Loc_2,Q5,Coprosma robusta,24/10/2018,,,65,157,Y,18,Excellent,Weeds encroaching from all sides. Annual weed clear recommended.
,site_a,Loc_1,Q1,Hebe speciosa,5/6/21,13/12/2022,,70,266,NO,0,very poor,"Standing water, well draining. Plant vigorous."
,Site_A,Loc_4,Q4,Hebe speciosa,5/14/24,22/4/25,,81,77,FALSE,0,not too bad,Dense ground cover competing. Grass encroaching from all sides.
,Site_A,LOC_4,Q1,Hebe speciosa,13/12/2024,15/6/2025,,26,135,Yes,31,not great,Measurement uncertain; steep ground made positioning difficult. Recheck advised.
,Site_B,LOC2,Q6,Coprosma robusta,4/7/20,7/5/21,,29,43,0,0,Fair,Heavily suppressed by surrounding vegetation. No new growth visible this visit.
,SITE_A,Loc_2,Q3,Pittosporum tenuifolium,01.06.20,18/12/2020,,36,121,NO,0,could be better,Standing water present in shallow depression 2m to south.
,Site_B,LOC_3,Q 5,Hebe speciosa,1/12/19,23/4/21,,19,123,N,0,Reasonable,Weeds encroaching from all sides. Annual weed clear recommended.
,Site_B,Location_2,Q4,Phormium tenax,,1/22/23,,198,254,0,0,poor,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_A,LOC4,Q1,Pittosporum tenuifolium,14/12/2019,27/11/2021,,121,104,FALSE,0,GOOD,Height measurement may be in error; recheck next visit. Loam soil exposed at base.
,Site_B,Loc_2,Q5,Pittosporum tenuifolium,28/2/2017,7-Nov,,85,15,No,0,GOOD,Tradescantia spreading from west. Competition increasing significantly.
,Site_A,Loc-3,Q5,Phormium tenax,24/11/2023,7/1/25,,186,112,Y,23,great condition,Kikuyu grass dense within 50cm of base. Ground cover competing strongly.
,SiteB,Location_3,quad6,Pittosporum tenuifolium,9-Oct,29.03.22,,52,80,no,0,Excellent,Weeds encroaching from all sides. Annual weed clear recommended.
,SITE_A,Loc_1,Q4,Hebe speciosa,25/6/2019,8/8/20,,38,49,NO,0,could be dead,Very windy on day of measurement. Some difficulty holding height rod steady.
,Site_b,Loc_4,Q2,Leptospermum scoparium,1/2/20,12/26/21,,106,81,y,29,Reasonable,Grass encroaching from north. Hand pull recommended.
,Site_B,LOC3,Q5,Hebe speciosa,15/07/2022,15/6/24,,36,197,Yes,32,not great,Oxalis and clover present. Competing for light at base.
,Site_A,Loc_1,Q6.,Hebe speciosa,13/6/22,6/4/24,,81,77,no,0,ok,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_A,Loc_1,Q4.,Coprosma robusta,7/1/24,29/8/25,,135,201,Yes,24,poor,Heavily shaded by dense manuka above. Etiolated growth form.
,Site_A,Location_2,quad6,Phormium tenex,23/5/2017,21-Dec,,72,205,FALSE,0,excellent,Multiple crowns present; measured tallest. Sandy topsoil exposed around base.
,SiteA,loc_4,q4,Pittosporum tenuifolium,13-Oct,8/9/22,,,276,0,0,very healthy,Height not recorded; pole broken on site. Leaf count approximate.
,Site_b,loc_4,quad1,Phormium tenax,27/04/2021,15/3/2022,,159,31,no,0,Poor,Not sure of species ID; leaf shape atypical for this species. Check ID next visit.
,SITE_B,Loc-2,q2,Hebe speciosa,23/05/2018,10/10/18,,30,214,Y,21,could be better,Kikuyu grass dense within 50cm of base. Ground cover competing strongly.
,SiteB,Loc_1,Q5,Coprosma robusta,12/8/23,24/11/23,,,24,n,0,Poor,"Standing water, well draining. Plant vigorous."
,Site A,Loc_4,Q2,Phormium tenax,25/12/2024,1/18/25,,84,199,Yes,8,Healthy,Kikuyu removed during visit. Exposed root damage minor.
,Site_B,LOC1,Q5,Coprosma robusta,,12/3/20,,45,72,0,0,Good,Windburn on leaves. Stem very solid.
,Site_A,Loc_3,Q5.,Leptospermum scoparium,9-Apr,10/8/23,,99,201,No,0,Excellent,Strong canopy developing. Good barrier effect visible at quadrat edge.
,Site_b,Loc_4,Q1,Coprosma robusta,02.12.23,20/10/24,,114,212,1,9,healthy,Dappled light from pohutukawa overhead. Lichen on stem; sign of clean air.
,Site_B,Loc_1,q1,Phormium tenax,18/10/19,12/5/20,,170,170,1,30,Average,Tradescantia coverage increasing rapidly. Urgent attention needed.
,SITE_B,loc_3,Q6,Phormium tenax,19/2/22,30/05/2022,,108,199,FALSE,0,excellent,Weed mat placed around base. Check next visit for effectiveness.
,Site_B,Location_4,Q5,Leptospermum scoparium,8/6/18,16/8/19,,25,260,0,0,fair,Bindweed removed from stem during visit. Will recheck next survey.
,site_B,LOC_1,Q3,Phormium tenax,13/2/21,8/8/22,,167,110,no,0,Fair,Pukeko tracks in mud nearby. Ground cover looking healthy.
,Site_B,Loc 2,q1,Hebe speciosa,9/10/21,1/6/22,,90,135,No,0,Fair,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,Site_B,Loc_1,Q3,Pseudopanax crassifolius,28/12/2024,7-Jun,,27,18,TRUE,24,Fair,Kikuyu rhizomes present beneath mulch layer. Difficult to assess root competition.
,Site A,Loc_2,q4,Hebe speciossa,27/7/22,01.11.23,,65,277,n,0,reasonable,Wax-eye activity observed in adjacent canopy.
,Site_B,Loc_4,q3,Pittosporum tenuifolium,25/6/2024,26/10/2025,,60,53,N,0,Poor,Dense gorse noted 5m north. Not yet encroaching but monitoring required.
,Site_B,loc_1,Q5,Leptospernum scoparium,20/9/22,18/2/2024,,128,126,y,0,fair,Kikuyu grass dense within 50cm of base. Ground cover competing strongly.
,Site_B,Loc_1,q6,Leptosperumm scoparium,,9/3/22,,29,219,1,33,GOOD,Dense leaf litter around base approximately 4cm deep. Strong canopy overhead.
,Site_B,loc_2,Q4a,Hebe speciosa,13/3/2017,22/2/2019,,70,204,n,0,POOR,Kikuyu grass dense within 50cm of base. Ground cover competing strongly.
,Site_A,Loc_4,q1,Coprosma robusta,17/8/21,18/7/2022,,132,236,y,9,good,Strong canopy developing. Good barrier effect visible at quadrat edge.
,Site_A,Loc_4,Q2,Hebe speciosa,26/03/2022,28/1/24,,15,76,YES,27,not too bad,Sandy topsoil exposed around base. Multiple stems.
,site_b,LOC1,Q1,Leptosperumm scoparium,20-Aug,5/3/25,,47,233,Y,15,OK,Kikuyu rhizomes present beneath mulch layer. Difficult to assess root competition.
,Site A,Loc_4,Q1,Pseudopanax crassifolius,24/5/21,15/12/21,,36,177,YES,18,very poor,Berries present; fruiting plant.
,Site_b,Loc_4,Q5,Coprosma robusta,26.09.19,23/4/2020,,73,15,TRUE,2.6,Excellent,Bindweed wrapped around lower branch. Removed during visit.
,Site_a,Loc_4,Q1,Leptospermum scoparium,17-Nov,16/02/2022,,53,76,TRUE,33,POOR,Not sure of species ID; leaf shape atypical for this species. Check ID next visit.
,Site_A,Loc_l,Q6,Pseudopanax crassifolius,25.12.24,6/7/25,,67,108,FALSE,0,poor,Gecko under adjacent rock. No new growth concerns.
,Site_B,loc_4,Q1,Pseudopanax crassifolius,8/4/20,28/11/20,,70,189,0,0,not too bad,Percentage_Cover difficult to assess on steep slope. Value may be under/overestimated.
,Site A,LOC_4,Q6,Hebe speciosa,4/7/22,22-Mar,,86,18,FALSE,0,struggling,Height not recorded; pole broken on site. Leaf count approximate.
,SITE_A,Loc_l,q1,Pseudopanex crassifolius,4/6/19,3/26/21,,35,71,N,0,Poor,Pukeko tracks in mud nearby. Ground cover looking healthy.
,Site B,Loc_3,Q 2,Pseudopanax crassifolius,19-Jan,4/9/17,,18,-139,Y,12,thriving,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_B,Loc_1,Q4,Coprosma robusta,12/19/23,21/6/24,,39,136,FALSE,0,Excellent,Heavily suppressed by surrounding vegetation. No new growth visible this visit.
,Site_B,Loc_1,q1,Pseudopanax crassifolius,18-Jan,8/4/24,,37,48,Yes,20,struggling,Kikuyu removed during visit. Exposed root damage minor.
,site_B,Loc_2,Q4,Pseudopanax crassifolius,17/10/2024,1-Dec,,23,131,Yes,31,looking great,Dappled light from pohutukawa overhead. Lichen on stem; sign of clean air.
,Site_A,loc_1,Q3a,Leptospermum scoparium,18/6/21,8/2/22,,86,242,Y,7,GOOD,Height not recorded; measuring tape misplaced during visit.
,site_a,Loc_3,Q4,Coprosma robusto,23.03.22,8/25/22,,71,185,y,20,great condition,Sandy topsoil exposed around base. Multiple stems.
,Site_a,Loc_4,Q6,Pittosporum tenuifolium,24.03.23,20.12.24,,8.7,265,0,0,dying,Berries present; fruiting plant.
,Site_B,LOC4,Q5,Pseudopanax crassifolius,1-Feb,20/08/2019,,65,205,0,0,Excellent,Ferns growing adjacent; good habitat complexity developing. Soil moist.
,SiteA,Location_3,Q3,Hebe speciosa,5/10/24,8/12/24,,85,111,no,0,not bad,Height not recorded; measuring tape misplaced during visit.
,SiteB,Loc_1,Q3,Phormium tenax,22/11/2019,6/15/20,,129,92,YES,25,not great,Weeds encroaching from all sides. Annual weed clear recommended.
,Site_A,LOC_3,Q6,Hebe speciosa,26/11/2022,6-Aug,,34,62,Yes,2,reasonable,Date_Measured not recorded; recording sheet wet. Values transcribed but date lost.
,Site_A,Loc_2,q3,Pittosporum tenuifolium,5/2/21,05.09.22,,127,187,No,0,very poor,Dappled light from pohutukawa overhead. Lichen on stem; sign of clean air.
,Site_B,Loc_2,Q 2,Coprosmaa robusta,24.06.23,4/10/24,,42,263,y,110,POOR,Kikuyu grass dense within 50cm of base. Ground cover competing strongly.
,Site B,LOC4,Q4,Pittosporum tenuifolium,13/5/22,29-Jul,,35,95,Yes,35,could be better,Sedge competition at base but manageable.
,Site_B,Loc_2,Q 3,Pittosporum tenuifolium,21/11/2019,07.11.21,,45,222,NO,0,not too bad,Weed pressure moderate. Plant coping.
,SiteA,Loc_3,q6,Pittosporum tenuifolium,6/2/22,8/1/24,,82,146,Y,34,thriving,Rubbish found under plant and removed. Soft soil around roots.
,Site_B,Loc_1,Q4,Pittosporum tenuifolium,10/11/20,1-Jun,,38,122,YES,13,not great,Tradescantia spreading from west. Competition increasing significantly.
,Site_A,Loc_3,Q4,Pittosporum tenuifolium,08.03.24,5/3/25,,77,177,No,0,not too bad,Height not recorded; measuring tape misplaced during visit.
,Site_B,Loc_4,Q5,Pseudopanax crassifolius,9/7/18,5/13/19,,33,172,TRUE,14,struggling,Flower count unreliable; counted during windy conditions. Possibly inaccurate.
,Site_B,Loc_3,Q2,Phormium tenax,13/9/19,13/1/21,,177,103,0,0,could be dead,Weed pressure reducing light to lower leaves. Growth slowing.
,Site_b,Loc_2,Q2,Pseudopanax crassifolius,22/2/22,3/12/23,,17,76,Yes,9,thriving,Measurement uncertain; steep ground made positioning difficult. Recheck advised.
,Site B,LOC_2,Q5a,Hebe speciosa,9-Nov,12/4/24,,24,261,0,0,could be better,Dense gorse noted 5m north. Not yet encroaching but monitoring required.
,SiteA,Loc_2,Q3,Coprosma robusta,1/4/24,1/1/25,,133,136,yes,24,excellent,"Standing water, well draining. Plant vigorous."
,Site A,Loc_1,Q3.,Pseudopanax crassifolius,8/2/23,31/1/25,,-17,16.9,y,16,GOOD,Heavily suppressed by surrounding vegetation. No new growth visible this visit.
,Site_A,Loc_l,Q6a,Phormium tenax,22/5/2017,8/2/17,,59,244,FALSE,0,Average,Multiple crowns present; measured tallest. Sandy topsoil exposed around base.
,Site_b,loc_1,Q5,Leptospermum scoparium,4/11/24,12/5/25,,95,180,Yes,22,Reasonable,Strong canopy developing. Good barrier effect visible at quadrat edge.
,Site_A,Loc-3,Q4,Coprosma robusta,2/2/18,29/12/2018,,78,89,NO,0,dying,Sandy topsoil exposed around base. Multiple stems.
,Site_A,loc_04,Q6,Leptospermum scoparium,19/03/2019,18/12/20,,32,53,1,16,average,Gecko under adjacent rock. No new growth concerns.
,SiteA,Loc_2,Q6,Leptospermum scoparium,16/7/24,6-Nov,,36,193,YES,7,healthy,Height measurement may be in error; recheck next visit. Loam soil exposed at base.
,Site_b,Loc_3,Q4,Hebe speciosa,23/4/24,23/8/2024,,68,192,Y,33,Healthy,Leaf tips browning. Tradescantia present within 1m.
,Site_A,Loc_2,Q05,Pittosporum tenuifolium,8-May,7/5/20,,114,67,No,0,Fair,Dappled light from pohutukawa overhead. Lichen on stem; sign of clean air.
,Site_A,Loc_2,quad1,Pseudopanax crassifolius,4/9/23,16/8/2025,,58,260,yes,3,great condition,Kikuyu removed during visit. Exposed root damage minor.
,Site_A,Loc_2,Q 6,Leptospermum scoparium,13/4/2018,23/10/2019,,29,247,FALSE,0,,Ferns growing adjacent; good habitat complexity developing. Soil moist.
,Site_B,Loc_3,Q4,Coprosma robusta,03.06.18,5/30/19,,54,34,n,0,not great,Pukeko tracks in mud nearby. Ground cover looking healthy.
,Site_B,Loc_2,quad5,Pseudopanax crassifolius,14/9/2021,27/02/2023,,19,151,no,0,fair,Couch grass competition at edge of root zone. Plant maintaining itself.
,Site_B,Loc_1,quad3,Coprosma robusta,24.01.17,26/3/18,,77,84,TRUE,11,Average,Percentage_Cover difficult to assess on steep slope. Value may be under/overestimated.
,site_a,Loc-3,Q 3,Coprosma robustus,1/2/23,26/5/23,,81,128,No,0,Excellent,Some couch grass at root zone. Otherwise healthy.
,site_B,Loc_3,Q4,Phormiun tenax,18/9/23,16/10/2024,,-44,114,NO,0,good,Condition not assessed; area inaccessible due to wet ground.
,SITE_B,Loc_4,Q1,Hebe speciosa,18/10/2021,22/9/23,,36,18,Y,0,not too bad,Kikuyu removed during visit. Exposed root damage minor.
,Site_A,LOC_1,Q3,Coprosma robustus,1/8/18,3/7/19,,136,129,1,25,Reasonable,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_B,Location_3,Q 6,Phormium tenax,18-Dec,17/2/2020,,-93,167,FALSE,0,Average,Couch grass competition at edge of root zone. Plant maintaining itself.
,Site_A,Loc 2,Q1,Hebe speciosa,9/1/18,30/4/2018,,84,95,FALSE,0,needs attention,Kikuyu grass dense within 50cm of base. Ground cover competing strongly.
,site_A,Loc-2,Q1,Coprosma robusta,21/10/22,8/13/24,,51,225,FALSE,0,fair,Height not recorded; pole broken on site. Leaf count approximate.
,site_A,Loc_4,Q5,Coprosma robusta,22/8/2018,1/11/19,,81,76,no,0,Healthy,Leaf litter accumulating around base. Sign of establishing well.
,Site_B,LOC_3,Q4,Pseudopanax crassifolius,25/11/17,2/11/19,,24,93,NO,0,fair,Couch grass competition at edge of root zone. Plant maintaining itself.
,Site_A,Loc_l,quad1,Leptospermum scoparium,22/3/2023,5/6/23,,104,118,FALSE,0,needs attention,Standing water present in shallow depression 2m to south.
,SiteB,Loc_4,Q5,Hebe speciosa,12/24/23,7/8/25,,36,145,0,0,healthy,Height not recorded; pole broken on site. Leaf count approximate.
,site_A,Loc_4,Q3.,Pseudopanax crassifolius,23/7/18,27-Aug,,54,56,Yes,8,GOOD,Pukeko tracks in mud nearby. Ground cover looking healthy.
,site_a,Loc_2,Q3a,Hebe speciosa,22-Mar,16/7/23,,87,450,TRUE,25,thriving,Windburn on leaves. Stem very solid.
,site_a,Loc_4,Q3,Pittosporum tenuifolium,20/7/2021,14/1/2022,,290,110,No,0,could be dead,Kikuyu rhizomes present beneath mulch layer. Difficult to assess root competition.
,Site_B,LOC3,Q4,Hebe speciosa,2/5/21,23/2/2022,,90,197,NO,0,not bad,Heavily suppressed by surrounding vegetation. No new growth visible this visit.
,SITE_B,Loc_3,Q2,Phormium ternax,19/10/2021,9/6/23,,162,255,Yes,-27,Fair,Kikuyu grass dense within 50cm of base. Ground cover competing strongly.
,site_A,LOC_2,quad5,Leptospermun scoparium,2/12/17,26/9/19,,76,173,0,0,Healthy,Grass encroaching from north. Hand pull recommended.
,Site_B,LOC_2,Q4,Pittosporum tenuifolium,15/12/2023,11/6/24,,155,166,0,0,not bad,Heavily shaded by dense manuka above. Etiolated growth form.
,Site_A,Loc-1,Q6,Coprosma robusta,5/25/23,1/8/24,,87,229,Y,35,excellent,Moderate weed pressure. Plant coping well despite competition.
,SITE_A,Loc_4,Q5,Leptospermum scoparium,12/10/19,20.07.21,,84,30,1,12,looking great,Kikuyu grass dense within 50cm of base. Ground cover competing strongly.
,Site_B,LOC4,Q2,Leptospermum scoparium,8/8/24,24/5/2025,,43,181,n,0,not great,Leaf tips browning. Tradescantia present within 1m.
,Site_B,loc_4,Q5a,Pseudopanax crassifolius,4/3/17,28/8/2017,,54,279,no,0,Fair,Windburn on leaves. Stem very solid.
,Site_A,loc_3,Q1,Coprosma robusta,18-Jan,18/5/18,,28,226,FALSE,0,looking great,Ferns growing adjacent; good habitat complexity developing. Soil moist.
,Site_B,Loc_2,Q03,Pittosporum tenuifolium,14/8/2019,12/1/21,,69,266,1,8,looking great,Height not recorded; measuring tape misplaced during visit.
,Site_a,LOC_4,Q 5,Pseudopanax crassifolius,15/4/18,8/2/20,,62,210,n,0,healthy,Couch grass competition at edge of root zone. Plant maintaining itself.
